# Coding: utf-8
# File format version: 6
# Title: CAMS Radiation Service v4.5 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-12-01T00:00:00.0
# Date end (ISO 8601): 2020-12-02T00:00:00.0
# Latitude (positive North, ISO 19115): 52.5200
# Longitude (positive East, ISO 19115): 13.4000
# Altitude (m): 35.00
# Elevation of CAMS cell (m): 77.29
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2023-04-28
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#12. sza. Solar zenithal angle for the middle of the summarization (deg)
#13. summer/winter split. 1.0 means summer, 0.0 means winter
#14. tco3. Total column content of ozone (Dobson unit)
#15. tcwv. Total column content of water vapour (kg/m2)
#16. AOD BC. Partial aerosol optical depth at 550 nm for black carbon
#17. AOD DU. Partial aerosol optical depth at 550 nm for dust
#18. AOD SS. Partial aerosol optical depth at 550 nm for sea salt
#19. AOD OR. Partial aerosol optical depth at 550 nm for organic matter
#20. AOD SU. Partial aerosol optical depth at 550 nm for sulphate
#21. AOD NI. Partial aerosol optical depth at 550 nm for nitrate
#22. AOD AM. Partial aerosol optical depth at 550 nm for ammonium
#23. alpha. Angstroem coefficient for aerosol. Obsolete (value is always nan)
#24. Snow_probability of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#25. fiso. MODIS-like BRDF parameter fiso
#26. fvol. MODIS-like BRDF parameter fvol
#27. fgeo. MODIS-like BRDF parameter fgeo
#28. albedo. Ground albedo
#29. Cloud optical depth (value from 0 to 500, value of the nearest acquisition time of the pixel) nan=no value
#30. Cloud coverage of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#31. Cloud type (value of the nearest acquisition time of the pixel) -1=no value 0=no clouds 5=low-level cloud 6=medium-level cloud 7=high-level cloud 8=thin cloud
#32. GHI no corr. Global irradiation without bias correction on horizontal plane at ground level (obsolete)
#33. BHI no corr. Beam irradiation without bias correction on horizontal plane at ground level (obsolete)
#34. DHI no corr. Diffuse irradiation without bias correction on horizontal plane at ground level (obsolete)
#35. BNI no corr. Beam irradiation without bias correction on mobile plane following the sun at normal incidence (obsolete)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability;sza;summer/winter split;tco3;tcwv;AOD BC;AOD DU;AOD SS;AOD OR;AOD SU;AOD NI;AOD AM;alpha;Snow probability;fiso;fvol;fgeo;albedo;Cloud optical depth;Cloud coverage;Cloud type;GHI no corr;BHI no corr;DHI no corr;BNI no corr
2020-12-01T11:25:00.0/2020-12-01T11:26:00.0;6.1532;3.9919;3.0597;0.9322;11.6066;1.1772;0.0000;1.1772;0.0000;1.0000;74.7153;0.0329;325.1780;14.0180;0.0019;0.0002;0.0009;0.0370;0.0099;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1254;17.590000;100;5;1.1772;0.0000;1.1772;0.0000
2020-12-01T11:26:00.0/2020-12-01T11:27:00.0;6.1456;3.9857;3.0541;0.9316;11.5999;1.1641;0.0000;1.1641;0.0000;1.0000;74.7348;0.0329;325.1722;14.0174;0.0019;0.0002;0.0009;0.0370;0.0099;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1254;17.590000;100;5;1.1641;0.0000;1.1641;0.0000
2020-12-01T11:27:00.0/2020-12-01T11:28:00.0;6.1377;3.9794;3.0484;0.9310;11.5931;1.1698;0.0000;1.1698;0.0000;1.0000;74.7549;0.0329;325.1663;14.0168;0.0019;0.0002;0.0009;0.0370;0.0099;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1255;17.590000;100;5;1.1698;0.0000;1.1698;0.0000
2020-12-01T11:28:00.0/2020-12-01T11:29:00.0;6.1295;3.9728;3.0425;0.9303;11.5860;1.1754;0.0000;1.1754;0.0000;1.0000;74.7756;0.0329;325.1605;14.0162;0.0019;0.0002;0.0009;0.0370;0.0099;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1255;17.590000;100;5;1.1754;0.0000;1.1754;0.0000
2020-12-01T11:29:00.0/2020-12-01T11:30:00.0;6.1212;3.9660;3.0364;0.9296;11.5787;1.1810;0.0000;1.1810;0.0000;1.0000;74.7969;0.0329;325.1546;14.0157;0.0019;0.0002;0.0009;0.0370;0.0099;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1255;17.590000;100;5;1.1810;0.0000;1.1810;0.0000
2020-12-01T11:30:00.0/2020-12-01T11:31:00.0;6.1125;3.9590;3.0301;0.9289;11.5711;1.1864;0.0000;1.1864;0.0000;1.0000;74.8189;0.0329;325.1487;14.0151;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1255;17.590000;100;5;1.1864;0.0000;1.1864;0.0000
2020-12-01T11:31:00.0/2020-12-01T11:32:00.0;6.1036;3.9519;3.0237;0.9282;11.5634;1.1918;0.0000;1.1917;0.0000;1.0000;74.8415;0.0329;325.1429;14.0145;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1255;17.590000;100;5;1.1918;0.0000;1.1917;0.0000
2020-12-01T11:32:00.0/2020-12-01T11:33:00.0;6.0945;3.9445;3.0171;0.9274;11.5553;1.1970;0.0000;1.1970;0.0000;1.0000;74.8647;0.0329;325.1370;14.0139;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1256;17.590000;100;5;1.1970;0.0000;1.1970;0.0000
2020-12-01T11:33:00.0/2020-12-01T11:34:00.0;6.0851;3.9369;3.0103;0.9266;11.5471;1.2022;0.0000;1.2022;0.0001;1.0000;74.8886;0.0329;325.1311;14.0133;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1256;17.590000;100;5;1.2022;0.0000;1.2022;0.0001
2020-12-01T11:34:00.0/2020-12-01T11:35:00.0;6.0755;3.9292;3.0033;0.9258;11.5386;1.2073;0.0000;1.2073;0.0001;1.0000;74.9131;0.0329;325.1253;14.0128;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1256;15.060000;100;5;1.2073;0.0000;1.2073;0.0001
2020-12-01T11:35:00.0/2020-12-01T11:36:00.0;6.0656;3.9212;2.9962;0.9250;11.5299;1.2123;0.0000;1.2123;0.0001;1.0000;74.9382;0.0329;325.1194;14.0122;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1256;15.060000;100;5;1.2123;0.0000;1.2123;0.0001
2020-12-01T11:36:00.0/2020-12-01T11:37:00.0;6.0555;3.9130;2.9888;0.9242;11.5210;1.2172;0.0000;1.2172;0.0001;1.0000;74.9639;0.0329;325.1136;14.0116;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1256;15.060000;100;5;1.2172;0.0000;1.2172;0.0001
2020-12-01T11:37:00.0/2020-12-01T11:38:00.0;6.0451;3.9047;2.9813;0.9233;11.5118;1.2220;0.0000;1.2220;0.0001;1.0000;74.9903;0.0329;325.1077;14.0110;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1257;15.060000;100;5;1.2220;0.0000;1.2220;0.0001
2020-12-01T11:38:00.0/2020-12-01T11:39:00.0;6.0345;3.8961;2.9737;0.9224;11.5023;1.2267;0.0000;1.2267;0.0001;1.0000;75.0173;0.0329;325.1018;14.0104;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1257;15.060000;100;5;1.2267;0.0000;1.2267;0.0001
2020-12-01T11:39:00.0/2020-12-01T11:40:00.0;6.0236;3.8874;2.9658;0.9215;11.4927;1.2314;0.0000;1.2313;0.0001;1.0000;75.0449;0.0329;325.0960;14.0099;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1257;15.060000;100;5;1.2314;0.0000;1.2313;0.0001
2020-12-01T11:40:00.0/2020-12-01T11:41:00.0;6.0125;3.8784;2.9578;0.9206;11.4828;1.2359;0.0000;1.2359;0.0001;1.0000;75.0731;0.0329;325.0901;14.0093;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1257;15.060000;100;5;1.2359;0.0000;1.2359;0.0001
2020-12-01T11:41:00.0/2020-12-01T11:42:00.0;6.0012;3.8693;2.9496;0.9197;11.4726;1.2413;0.0000;1.2412;0.0001;1.0000;75.1020;0.0329;325.0843;14.0087;0.0019;0.0002;0.0009;0.0370;0.0100;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1258;15.060000;100;5;1.2413;0.0000;1.2412;0.0001
2020-12-01T11:42:00.0/2020-12-01T11:43:00.0;5.9896;3.8599;2.9412;0.9187;11.4622;1.2602;0.0001;1.2601;0.0004;1.0000;75.1315;0.0329;325.0784;14.0081;0.0019;0.0002;0.0009;0.0370;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1258;15.060000;100;5;1.2602;0.0001;1.2601;0.0004
2020-12-01T11:43:00.0/2020-12-01T11:44:00.0;5.9777;3.8504;2.9327;0.9177;11.4516;1.2789;0.0002;1.2787;0.0007;1.0000;75.1615;0.0329;325.0725;14.0076;0.0019;0.0002;0.0009;0.0370;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1258;15.060000;100;5;1.2789;0.0002;1.2787;0.0007
2020-12-01T11:44:00.0/2020-12-01T11:45:00.0;5.9656;3.8406;2.9240;0.9167;11.4407;1.2975;0.0003;1.2972;0.0010;1.0000;75.1923;0.0328;325.0667;14.0070;0.0019;0.0002;0.0009;0.0370;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1258;15.060000;100;5;1.2975;0.0003;1.2972;0.0010
2020-12-01T11:45:00.0/2020-12-01T11:46:00.0;5.9533;3.8307;2.9151;0.9156;11.4296;1.3159;0.0003;1.3155;0.0014;1.0000;75.2236;0.0328;325.0608;14.0064;0.0019;0.0002;0.0009;0.0370;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1259;15.060000;100;5;1.3159;0.0003;1.3155;0.0014
2020-12-01T11:46:00.0/2020-12-01T11:47:00.0;5.9407;3.8206;2.9060;0.9146;11.4182;1.3341;0.0004;1.3337;0.0017;1.0000;75.2555;0.0328;325.0549;14.0058;0.0019;0.0002;0.0009;0.0369;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1259;15.060000;100;5;1.3341;0.0004;1.3337;0.0017
2020-12-01T11:47:00.0/2020-12-01T11:48:00.0;5.9279;3.8103;2.8968;0.9135;11.4066;1.3521;0.0005;1.3516;0.0020;1.0000;75.2881;0.0328;325.0491;14.0052;0.0019;0.0002;0.0009;0.0369;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1259;15.060000;100;5;1.3521;0.0005;1.3516;0.0020
2020-12-01T11:48:00.0/2020-12-01T11:49:00.0;5.9148;3.7998;2.8874;0.9124;11.3947;1.3700;0.0006;1.3694;0.0023;1.0000;75.3213;0.0328;325.0432;14.0047;0.0019;0.0002;0.0009;0.0369;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1259;15.060000;100;5;1.3700;0.0006;1.3694;0.0023
2020-12-01T11:49:00.0/2020-12-01T11:50:00.0;5.9015;3.7891;2.8778;0.9113;11.3825;1.3876;0.0007;1.3870;0.0026;1.0000;75.3550;0.0328;325.0374;14.0041;0.0019;0.0002;0.0009;0.0369;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1260;9.680000;100;5;1.3876;0.0007;1.3870;0.0026
2020-12-01T11:50:00.0/2020-12-01T11:51:00.0;5.8879;3.7782;2.8681;0.9101;11.3701;1.4051;0.0007;1.4044;0.0029;1.0000;75.3894;0.0328;325.0315;14.0035;0.0019;0.0002;0.0009;0.0369;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1260;9.680000;100;5;1.4051;0.0007;1.4044;0.0029
2020-12-01T11:51:00.0/2020-12-01T11:52:00.0;5.8741;3.7671;2.8582;0.9089;11.3575;1.4224;0.0008;1.4216;0.0032;1.0000;75.4245;0.0328;325.0256;14.0029;0.0019;0.0002;0.0009;0.0369;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1260;9.680000;100;5;1.4224;0.0008;1.4216;0.0032
2020-12-01T11:52:00.0/2020-12-01T11:53:00.0;5.8601;3.7558;2.8481;0.9077;11.3446;1.4394;0.0009;1.4385;0.0035;1.0000;75.4601;0.0328;325.0198;14.0024;0.0019;0.0002;0.0009;0.0369;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1261;9.680000;100;5;1.4394;0.0009;1.4385;0.0035
2020-12-01T11:53:00.0/2020-12-01T11:54:00.0;5.8458;3.7444;2.8379;0.9065;11.3314;1.4563;0.0010;1.4553;0.0038;1.0000;75.4963;0.0328;325.0139;14.0018;0.0019;0.0002;0.0009;0.0369;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1261;9.680000;100;5;1.4563;0.0010;1.4553;0.0038
2020-12-01T11:54:00.0/2020-12-01T11:55:00.0;5.8312;3.7327;2.8275;0.9052;11.3180;1.4729;0.0010;1.4719;0.0041;1.0000;75.5332;0.0328;325.0081;14.0012;0.0019;0.0002;0.0009;0.0369;0.0101;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1261;9.680000;100;5;1.4729;0.0010;1.4719;0.0041
2020-12-01T11:55:00.0/2020-12-01T11:56:00.0;5.8165;3.7209;2.8169;0.9040;11.3043;1.4894;0.0011;1.4883;0.0044;1.0000;75.5706;0.0328;325.0022;14.0006;0.0019;0.0002;0.0009;0.0369;0.0102;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1262;9.680000;100;5;1.4894;0.0011;1.4883;0.0044
2020-12-01T11:56:00.0/2020-12-01T11:57:00.0;5.8015;3.7088;2.8061;0.9027;11.2904;1.5056;0.0012;1.5044;0.0049;1.0000;75.6087;0.0328;324.9963;14.0000;0.0019;0.0002;0.0009;0.0369;0.0102;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1262;9.680000;100;5;1.5056;0.0012;1.5044;0.0049
2020-12-01T11:57:00.0/2020-12-01T11:58:00.0;5.7862;3.6966;2.7952;0.9014;11.2761;1.5213;0.0022;1.5191;0.0087;1.0000;75.6473;0.0328;324.9905;13.9995;0.0019;0.0002;0.0008;0.0369;0.0102;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1262;9.680000;100;5;1.5213;0.0022;1.5191;0.0087
2020-12-01T11:58:00.0/2020-12-01T11:59:00.0;5.7707;3.6842;2.7842;0.9000;11.2616;1.5368;0.0031;1.5337;0.0124;1.0000;75.6866;0.0328;324.9846;13.9989;0.0019;0.0002;0.0008;0.0369;0.0102;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1263;9.680000;100;5;1.5368;0.0031;1.5337;0.0124
2020-12-01T11:59:00.0/2020-12-01T12:00:00.0;5.7550;3.6716;2.7729;0.8987;11.2469;1.5520;0.0040;1.5480;0.0162;1.0000;75.7265;0.0328;324.9787;13.9983;0.0019;0.0002;0.0008;0.0369;0.0102;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1263;9.680000;100;5;1.5520;0.0040;1.5480;0.0162
2020-12-01T12:00:00.0/2020-12-01T12:01:00.0;5.7390;3.6587;2.7613;0.8974;11.2311;1.5670;0.0049;1.5621;0.0199;1.0000;75.7670;0.0328;324.9706;13.9979;0.0019;0.0002;0.0008;0.0369;0.0102;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1263;9.680000;100;5;1.5670;0.0049;1.5621;0.0199
2020-12-01T12:01:00.0/2020-12-01T12:02:00.0;5.7227;3.6456;2.7494;0.8962;11.2143;1.5818;0.0058;1.5760;0.0236;1.0000;75.8081;0.0328;324.9602;13.9976;0.0019;0.0002;0.0008;0.0369;0.0102;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1264;9.680000;100;5;1.5818;0.0058;1.5760;0.0236
2020-12-01T12:02:00.0/2020-12-01T12:03:00.0;5.7063;3.6323;2.7373;0.8949;11.1973;1.5963;0.0067;1.5896;0.0273;1.0000;75.8497;0.0328;324.9497;13.9973;0.0019;0.0002;0.0008;0.0370;0.0102;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1264;9.680000;100;5;1.5963;0.0067;1.5896;0.0273
2020-12-01T12:03:00.0/2020-12-01T12:04:00.0;5.6896;3.6188;2.7251;0.8937;11.1799;1.6106;0.0076;1.6030;0.0310;1.0000;75.8920;0.0328;324.9393;13.9971;0.0019;0.0002;0.0008;0.0370;0.0103;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1264;9.680000;100;5;1.6106;0.0076;1.6030;0.0310
2020-12-01T12:04:00.0/2020-12-01T12:05:00.0;5.6726;3.6051;2.7127;0.8924;11.1623;1.6246;0.0084;1.6162;0.0347;1.0000;75.9349;0.0328;324.9289;13.9968;0.0019;0.0002;0.0008;0.0370;0.0103;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1265;6.200000;100;5;1.6246;0.0084;1.6162;0.0347
2020-12-01T12:05:00.0/2020-12-01T12:06:00.0;5.6555;3.5912;2.7001;0.8911;11.1444;1.6384;0.0093;1.6291;0.0384;1.0000;75.9784;0.0328;324.9185;13.9965;0.0019;0.0002;0.0008;0.0371;0.0103;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1265;6.200000;100;5;1.6384;0.0093;1.6291;0.0384
2020-12-01T12:06:00.0/2020-12-01T12:07:00.0;5.6380;3.5772;2.6874;0.8898;11.1262;1.6520;0.0101;1.6419;0.0420;1.0000;76.0225;0.0328;324.9080;13.9962;0.0019;0.0002;0.0008;0.0371;0.0103;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1265;6.200000;100;5;1.6520;0.0101;1.6419;0.0420
2020-12-01T12:07:00.0/2020-12-01T12:08:00.0;5.6204;3.5630;2.6746;0.8884;11.1077;1.6653;0.0110;1.6544;0.0457;1.0000;76.0671;0.0328;324.8976;13.9959;0.0019;0.0002;0.0008;0.0371;0.0103;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1266;6.200000;100;5;1.6653;0.0110;1.6544;0.0457
2020-12-01T12:08:00.0/2020-12-01T12:09:00.0;5.6025;3.5486;2.6615;0.8870;11.0889;1.6784;0.0118;1.6666;0.0493;1.0000;76.1124;0.0328;324.8872;13.9957;0.0019;0.0002;0.0008;0.0371;0.0103;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1266;6.200000;100;5;1.6784;0.0118;1.6666;0.0493
2020-12-01T12:09:00.0/2020-12-01T12:10:00.0;5.5843;3.5340;2.6483;0.8856;11.0698;1.6913;0.0127;1.6786;0.0529;1.0000;76.1583;0.0328;324.8768;13.9954;0.0019;0.0002;0.0008;0.0372;0.0104;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1266;6.200000;100;5;1.6913;0.0127;1.6786;0.0529
2020-12-01T12:10:00.0/2020-12-01T12:11:00.0;5.5660;3.5192;2.6350;0.8842;11.0504;1.7039;0.0135;1.6904;0.0565;1.0000;76.2047;0.0328;324.8663;13.9951;0.0019;0.0002;0.0008;0.0372;0.0104;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1267;6.200000;100;5;1.7039;0.0135;1.6904;0.0565
2020-12-01T12:11:00.0/2020-12-01T12:12:00.0;5.5473;3.5042;2.6215;0.8827;11.0307;1.7159;0.0144;1.7015;0.0607;1.0000;76.2518;0.0328;324.8559;13.9948;0.0019;0.0002;0.0008;0.0372;0.0104;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1267;6.200000;100;5;1.7159;0.0144;1.7015;0.0607
2020-12-01T12:12:00.0/2020-12-01T12:13:00.0;5.5285;3.4891;2.6079;0.8812;11.0106;1.7241;0.0174;1.7066;0.0735;1.0000;76.2994;0.0328;324.8455;13.9946;0.0019;0.0002;0.0008;0.0373;0.0104;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1267;6.200000;100;5;1.7241;0.0174;1.7066;0.0735
2020-12-01T12:13:00.0/2020-12-01T12:14:00.0;5.5094;3.4737;2.5941;0.8797;10.9903;1.7319;0.0204;1.7116;0.0864;1.0000;76.3476;0.0328;324.8351;13.9943;0.0019;0.0002;0.0008;0.0373;0.0104;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1268;6.200000;100;5;1.7319;0.0204;1.7116;0.0864
2020-12-01T12:14:00.0/2020-12-01T12:15:00.0;5.4901;3.4582;2.5801;0.8781;10.9697;1.7396;0.0233;1.7163;0.0991;1.0000;76.3964;0.0328;324.8246;13.9940;0.0019;0.0002;0.0008;0.0373;0.0104;0.0000;0.0000;nan;0;0.1176;0.0604;0.0141;0.1268;6.200000;100;5;1.7396;0.0233;1.7163;0.0991
2020-12-01T12:15:00.0/2020-12-01T12:16:00.0;5.4705;3.4426;2.5660;0.8766;10.9487;1.7470;0.0262;1.7208;0.1118;1.0000;76.4458;0.0328;324.8142;13.9937;0.0019;0.0002;0.0008;0.0373;0.0105;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1269;6.200000;100;5;1.7470;0.0262;1.7208;0.1118
2020-12-01T12:16:00.0/2020-12-01T12:17:00.0;5.4507;3.4267;2.5517;0.8750;10.9274;1.7542;0.0291;1.7252;0.1245;1.0000;76.4958;0.0328;324.8038;13.9935;0.0019;0.0002;0.0008;0.0374;0.0105;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1269;6.200000;100;5;1.7542;0.0291;1.7252;0.1245
2020-12-01T12:17:00.0/2020-12-01T12:18:00.0;5.4307;3.4107;2.5373;0.8733;10.9058;1.7612;0.0319;1.7293;0.1371;1.0000;76.5464;0.0328;324.7934;13.9932;0.0019;0.0002;0.0008;0.0374;0.0105;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1269;6.200000;100;5;1.7612;0.0319;1.7293;0.1371
2020-12-01T12:18:00.0/2020-12-01T12:19:00.0;5.4104;3.3944;2.5228;0.8717;10.8839;1.7679;0.0347;1.7332;0.1497;1.0000;76.5975;0.0328;324.7829;13.9929;0.0019;0.0002;0.0008;0.0374;0.0105;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1270;6.200000;100;5;1.7679;0.0347;1.7332;0.1497
2020-12-01T12:19:00.0/2020-12-01T12:20:00.0;5.3899;3.3780;2.5081;0.8700;10.8617;1.7744;0.0374;1.7370;0.1622;1.0000;76.6492;0.0328;324.7725;13.9926;0.0019;0.0002;0.0008;0.0374;0.0105;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1270;4.230000;90;5;1.7744;0.0374;1.7370;0.1622
2020-12-01T12:20:00.0/2020-12-01T12:21:00.0;5.3692;3.3615;2.4932;0.8682;10.8391;1.7807;0.0402;1.7405;0.1746;1.0000;76.7015;0.0328;324.7621;13.9923;0.0019;0.0002;0.0008;0.0375;0.0105;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1271;4.230000;90;5;1.7807;0.0402;1.7405;0.1746
2020-12-01T12:21:00.0/2020-12-01T12:22:00.0;5.3482;3.3447;2.4782;0.8665;10.8161;1.7867;0.0428;1.7439;0.1870;1.0000;76.7544;0.0328;324.7517;13.9921;0.0019;0.0002;0.0008;0.0375;0.0106;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1271;4.230000;90;5;1.7867;0.0428;1.7439;0.1870
2020-12-01T12:22:00.0/2020-12-01T12:23:00.0;5.3270;3.3278;2.4631;0.8647;10.7929;1.7925;0.0455;1.7470;0.1993;1.0000;76.8079;0.0328;324.7412;13.9918;0.0019;0.0002;0.0008;0.0375;0.0106;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1271;4.230000;90;5;1.7925;0.0455;1.7470;0.1993
2020-12-01T12:23:00.0/2020-12-01T12:24:00.0;5.3056;3.3107;2.4478;0.8629;10.7693;1.7980;0.0481;1.7499;0.2116;1.0000;76.8619;0.0328;324.7308;13.9915;0.0019;0.0002;0.0008;0.0376;0.0106;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1272;4.230000;90;5;1.7980;0.0481;1.7499;0.2116
2020-12-01T12:24:00.0/2020-12-01T12:25:00.0;5.2839;3.2935;2.4324;0.8611;10.7453;1.8033;0.0507;1.7526;0.2238;1.0000;76.9165;0.0328;324.7204;13.9912;0.0019;0.0002;0.0008;0.0376;0.0106;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1272;4.230000;90;5;1.8033;0.0507;1.7526;0.2238
2020-12-01T12:25:00.0/2020-12-01T12:26:00.0;5.2620;3.2760;2.4169;0.8592;10.7210;1.8083;0.0532;1.7551;0.2359;1.0000;76.9717;0.0328;324.7100;13.9910;0.0019;0.0002;0.0008;0.0376;0.0106;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1273;4.230000;90;5;1.8083;0.0532;1.7551;0.2359
2020-12-01T12:26:00.0/2020-12-01T12:27:00.0;5.2399;3.2584;2.4012;0.8573;10.6963;1.8118;0.0553;1.7564;0.2465;1.0000;77.0275;0.0328;324.6995;13.9907;0.0019;0.0002;0.0008;0.0376;0.0106;0.0000;0.0000;nan;0;0.1177;0.0604;0.0141;0.1273;4.230000;90;5;1.8118;0.0553;1.7564;0.2465
