# Coding: utf-8
# File format version: 6
# Title: CAMS Radiation Service v4.5 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-12-01T00:00:00.0
# Date end (ISO 8601): 2020-12-02T00:00:00.0
# Latitude (positive North, ISO 19115): 52.5200
# Longitude (positive East, ISO 19115): 13.4000
# Altitude (m): 35.00
# Elevation of CAMS cell (m): 77.29
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2023-04-28
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#12. sza. Solar zenithal angle for the middle of the summarization (deg)
#13. summer/winter split. 1.0 means summer, 0.0 means winter
#14. tco3. Total column content of ozone (Dobson unit)
#15. tcwv. Total column content of water vapour (kg/m2)
#16. AOD BC. Partial aerosol optical depth at 550 nm for black carbon
#17. AOD DU. Partial aerosol optical depth at 550 nm for dust
#18. AOD SS. Partial aerosol optical depth at 550 nm for sea salt
#19. AOD OR. Partial aerosol optical depth at 550 nm for organic matter
#20. AOD SU. Partial aerosol optical depth at 550 nm for sulphate
#21. AOD NI. Partial aerosol optical depth at 550 nm for nitrate
#22. AOD AM. Partial aerosol optical depth at 550 nm for ammonium
#23. alpha. Angstroem coefficient for aerosol. Obsolete (value is always nan)
#24. Snow_probability of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#25. fiso. MODIS-like BRDF parameter fiso
#26. fvol. MODIS-like BRDF parameter fvol
#27. fgeo. MODIS-like BRDF parameter fgeo
#28. albedo. Ground albedo
#29. Cloud optical depth (value from 0 to 500, value of the nearest acquisition time of the pixel) nan=no value
#30. Cloud coverage of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#31. Cloud type (value of the nearest acquisition time of the pixel) -1=no value 0=no clouds 5=low-level cloud 6=medium-level cloud 7=high-level cloud 8=thin cloud
#32. GHI no corr. Global irradiation without bias correction on horizontal plane at ground level (obsolete)
#33. BHI no corr. Beam irradiation without bias correction on horizontal plane at ground level (obsolete)
#34. DHI no corr. Diffuse irradiation without bias correction on horizontal plane at ground level (obsolete)
#35. BNI no corr. Beam irradiation without bias correction on mobile plane following the sun at normal incidence (obsolete)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability;sza;summer/winter split;tco3;tcwv;AOD BC;AOD DU;AOD SS;AOD OR;AOD SU;AOD NI;AOD AM;alpha;Snow probability;fiso;fvol;fgeo;albedo;Cloud optical depth;Cloud coverage;Cloud type;GHI no corr;BHI no corr;DHI no corr;BNI no corr
2020-12-01T00:32:00.0/2020-12-01T00:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0344;306.7694;13.4132;0.0031;0.0014;0.0087;0.0523;0.0205;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:33:00.0/2020-12-01T00:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0344;306.8213;13.4221;0.0031;0.0014;0.0087;0.0522;0.0204;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:34:00.0/2020-12-01T00:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0344;306.8732;13.4309;0.0031;0.0014;0.0086;0.0522;0.0204;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:35:00.0/2020-12-01T00:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0344;306.9251;13.4398;0.0031;0.0014;0.0086;0.0522;0.0204;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:36:00.0/2020-12-01T00:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0344;306.9770;13.4486;0.0031;0.0014;0.0086;0.0522;0.0203;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:37:00.0/2020-12-01T00:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0344;307.0289;13.4575;0.0031;0.0014;0.0086;0.0522;0.0203;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:38:00.0/2020-12-01T00:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.0808;13.4663;0.0030;0.0014;0.0085;0.0522;0.0202;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:39:00.0/2020-12-01T00:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.1326;13.4752;0.0030;0.0013;0.0085;0.0522;0.0202;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:40:00.0/2020-12-01T00:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.1845;13.4840;0.0030;0.0013;0.0085;0.0522;0.0202;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:41:00.0/2020-12-01T00:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.2364;13.4929;0.0030;0.0013;0.0085;0.0521;0.0201;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:42:00.0/2020-12-01T00:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.2883;13.5017;0.0030;0.0013;0.0084;0.0521;0.0201;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:43:00.0/2020-12-01T00:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.3402;13.5106;0.0030;0.0013;0.0084;0.0521;0.0200;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:44:00.0/2020-12-01T00:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.3921;13.5194;0.0030;0.0013;0.0084;0.0521;0.0200;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:45:00.0/2020-12-01T00:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.4440;13.5283;0.0030;0.0013;0.0084;0.0521;0.0200;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:46:00.0/2020-12-01T00:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.4959;13.5371;0.0030;0.0013;0.0083;0.0521;0.0199;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:47:00.0/2020-12-01T00:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.5478;13.5460;0.0030;0.0013;0.0083;0.0521;0.0199;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:48:00.0/2020-12-01T00:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.5996;13.5548;0.0030;0.0013;0.0083;0.0521;0.0199;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:49:00.0/2020-12-01T00:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.6515;13.5637;0.0030;0.0013;0.0083;0.0521;0.0198;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:50:00.0/2020-12-01T00:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.7034;13.5725;0.0030;0.0013;0.0082;0.0520;0.0198;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:51:00.0/2020-12-01T00:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.7553;13.5813;0.0030;0.0013;0.0082;0.0520;0.0197;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:52:00.0/2020-12-01T00:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.8072;13.5902;0.0030;0.0013;0.0082;0.0520;0.0197;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:53:00.0/2020-12-01T00:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.8591;13.5990;0.0030;0.0013;0.0082;0.0520;0.0197;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:54:00.0/2020-12-01T00:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.9110;13.6079;0.0030;0.0013;0.0081;0.0520;0.0196;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:55:00.0/2020-12-01T00:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;307.9629;13.6167;0.0030;0.0013;0.0081;0.0520;0.0196;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:56:00.0/2020-12-01T00:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.0147;13.6256;0.0030;0.0013;0.0081;0.0520;0.0195;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:57:00.0/2020-12-01T00:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.0666;13.6344;0.0030;0.0013;0.0081;0.0520;0.0195;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:58:00.0/2020-12-01T00:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.1185;13.6433;0.0030;0.0013;0.0080;0.0519;0.0195;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T00:59:00.0/2020-12-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.1704;13.6521;0.0030;0.0013;0.0080;0.0519;0.0194;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:00:00.0/2020-12-01T01:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.2223;13.6610;0.0029;0.0013;0.0080;0.0519;0.0194;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:01:00.0/2020-12-01T01:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.2742;13.6698;0.0029;0.0013;0.0080;0.0519;0.0194;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:02:00.0/2020-12-01T01:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.3261;13.6787;0.0029;0.0013;0.0079;0.0519;0.0193;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:03:00.0/2020-12-01T01:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.3780;13.6875;0.0029;0.0013;0.0079;0.0519;0.0193;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:04:00.0/2020-12-01T01:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.4298;13.6964;0.0029;0.0013;0.0079;0.0519;0.0192;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:05:00.0/2020-12-01T01:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.4817;13.7052;0.0029;0.0013;0.0079;0.0519;0.0192;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:06:00.0/2020-12-01T01:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.5336;13.7141;0.0029;0.0012;0.0078;0.0519;0.0192;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:07:00.0/2020-12-01T01:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.5855;13.7229;0.0029;0.0012;0.0078;0.0518;0.0191;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:08:00.0/2020-12-01T01:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.6374;13.7318;0.0029;0.0012;0.0078;0.0518;0.0191;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:09:00.0/2020-12-01T01:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.6893;13.7406;0.0029;0.0012;0.0078;0.0518;0.0190;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:10:00.0/2020-12-01T01:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.7412;13.7495;0.0029;0.0012;0.0077;0.0518;0.0190;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:11:00.0/2020-12-01T01:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.7931;13.7583;0.0029;0.0012;0.0077;0.0518;0.0190;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:12:00.0/2020-12-01T01:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.8449;13.7672;0.0029;0.0012;0.0077;0.0518;0.0189;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:13:00.0/2020-12-01T01:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.8968;13.7760;0.0029;0.0012;0.0077;0.0518;0.0189;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:14:00.0/2020-12-01T01:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;308.9487;13.7849;0.0029;0.0012;0.0076;0.0518;0.0189;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:15:00.0/2020-12-01T01:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;309.0006;13.7937;0.0029;0.0012;0.0076;0.0518;0.0188;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:16:00.0/2020-12-01T01:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;309.0525;13.8026;0.0029;0.0012;0.0076;0.0517;0.0188;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:17:00.0/2020-12-01T01:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;309.1044;13.8114;0.0029;0.0012;0.0076;0.0517;0.0187;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:18:00.0/2020-12-01T01:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;309.1563;13.8203;0.0029;0.0012;0.0075;0.0517;0.0187;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:19:00.0/2020-12-01T01:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;309.2082;13.8291;0.0029;0.0012;0.0075;0.0517;0.0187;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:20:00.0/2020-12-01T01:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;309.2600;13.8380;0.0029;0.0012;0.0075;0.0517;0.0186;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:21:00.0/2020-12-01T01:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0343;309.3119;13.8468;0.0028;0.0012;0.0075;0.0517;0.0186;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:22:00.0/2020-12-01T01:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.3638;13.8557;0.0028;0.0012;0.0074;0.0517;0.0185;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:23:00.0/2020-12-01T01:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.4157;13.8645;0.0028;0.0012;0.0074;0.0517;0.0185;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:24:00.0/2020-12-01T01:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.4676;13.8734;0.0028;0.0012;0.0074;0.0516;0.0185;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:25:00.0/2020-12-01T01:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.5195;13.8822;0.0028;0.0012;0.0074;0.0516;0.0184;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:26:00.0/2020-12-01T01:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.5714;13.8911;0.0028;0.0012;0.0073;0.0516;0.0184;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:27:00.0/2020-12-01T01:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.6233;13.8999;0.0028;0.0012;0.0073;0.0516;0.0184;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:28:00.0/2020-12-01T01:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.6751;13.9088;0.0028;0.0012;0.0073;0.0516;0.0183;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:29:00.0/2020-12-01T01:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.7270;13.9176;0.0028;0.0012;0.0073;0.0516;0.0183;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:30:00.0/2020-12-01T01:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.7789;13.9265;0.0028;0.0012;0.0072;0.0516;0.0182;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:31:00.0/2020-12-01T01:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.8308;13.9353;0.0028;0.0012;0.0072;0.0516;0.0182;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:32:00.0/2020-12-01T01:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.8827;13.9442;0.0028;0.0012;0.0072;0.0516;0.0182;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T01:33:00.0/2020-12-01T01:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0342;309.9346;13.9530;0.0028;0.0011;0.0071;0.0515;0.0181;0.0000;0.0000;nan;-1;0.1175;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
